无线阳光旅行首页,http://m.sunnychina.com/,^/$,酒店预订_机票查询_酒店团购_阳光旅行网手机版_电话400-666-9977
城市酒店列表(阳光推荐),http://m.sunnychina.com/hotel/beijing/,^/hotel/[a-z]+/$,【北京_酒店预订】宾馆预订_阳光旅行网手机版
城市酒店列表-Pn,http://m.sunnychina.com/hotel/beijing/p2.html,^/hotel/[a-z]+/p\d+\.html$,【北京_酒店预订】宾馆预订_100_阳光旅行网手机版
酒店详情页,http://m.sunnychina.com/hotel/beijing/3592/,^/hotel/[a-z]+/\d+/$,【汉庭全季酒店】预订_电话_地址_价格查询_阳光旅行网手机版
酒店点评,http://m.sunnychina.com/hotel/beijing/3592/review.html,^/hotel/[a-z]+/\d+/review\.html$,【汉庭全季酒店点评】阳光旅行网手机版
酒店图片,http://m.sunnychina.com/hotel/beijing/3592/image.html,^/hotel/[a-z]+/\d+/image\.html$,【汉庭全季酒店图片】阳光旅行网手机版,
酒店地图,http://m.sunnychina.com/hotel/beijing/3592/map.html,^/hotel/[a-z]+/\d+/map\.html$,【汉庭全季酒店交通地图】阳光旅行网手机版
城市+最便宜的酒店,http://m.sunnychina.com/hotel/beijing/cheapest.html,^/hotel/[a-z]+/cheapest\.html$,【北京最便宜酒店】阳光旅行网手机版
城市+最受欢迎酒店,http://m.sunnychina.com/hotel/beijing/popular.html,^/hotel/[a-z]+/popular\.html$,【北京最受欢迎酒店】阳光旅行网手机版
城市+地标酒店列表,http://m.sunnychina.com/hotel/beijing/chaoyang/,^/hotel/[a-z]+/[a-z]+/$,【北京_西单_酒店预订】附近宾馆预订_住宿价格查询_阳光旅行网手机版
城市+地标+最便宜的酒店,http://m.sunnychina.com/hotel/beijing/chaoyang/cheapest.html,^/hotel/[a-z]+/[a-z]+/cheapest\.html$,【北京_西单_最便宜酒店】阳光旅行网手机版
城市+地标+最受欢迎酒店,http://m.sunnychina.com/hotel/beijing/chaoyang/popular.html,^/hotel/[a-z]+/[a-z]+/popular\.html$,【北京_西单_最受欢迎酒店】阳光旅行网手机版
城市+地标+经济型酒店,http://m.sunnychina.com/hotel/beijing/chaoyang/inn.html,^/hotel/[a-z]+/[a-z]+/hospital_\d+/inn\.html$ ,【北京_西单_快捷酒店】经济型酒店预订_住宿价格查询_阳光旅行网手机版
城市+地标+三/四/五/星级酒店,http://m.sunnychina.com/hotel/beijing/chaoyang/star3.html,^/hotel/[a-z]+/[a-z]+/star[3-5]\.html$ ,【北京_西单_三星级】酒店预订_住宿价格查询_阳光旅行网手机版
